movie_name,movie_type,movie_content
糖果人,"恐怖
懸疑/驚悚","好膽你就大聲說。
奧斯卡金像獎得主喬登皮爾將以全新的角度，重新呈現一個令人不寒而慄的都市傳說，你朋友的哥哥姐姐也許在你去他們家過夜時，曾經講過這個都市傳說：糖果人。新銳導演妮亞達科斯達（《小森林》）執導這部重新詮釋邪典恐怖片的全新電影。
 
對於居住在芝加哥卡布尼葛林公營住宅這個社區的居民來說，自他們有記憶以來，就受到一個口耳相傳的鬼故事驚嚇，這個故事的主人翁是一個一隻手是鐵勾的鬼怪殺手，只要有人膽子夠大，對著鏡子連續說出他的名字五次，就會把這個邪惡殺手召喚出來。如今，距離卡布尼葛林社區最後一棟大樓被拆掉的十年後，視覺藝術家安東尼麥克伊（HBO影集《守護者》、《我們》葉海亞阿巴杜馬汀二世 飾）和他的女友，藝廊經理布莉安娜卡特萊特（《藍色比爾街的沉默》、《照片》泰娜派瑞絲 飾），搬進卡布尼葛林社區的一棟豪華頂樓公寓，這個原來破舊髒亂的社區經過都更之後，早就和以前完全不同，現在的住戶多半都是高薪的千禧世代。
 
當安東尼的藝術生涯面臨停滯不前的窘境時，他和卡布尼葛林社區一名老住戶（HBO影集《高校十八禁》、電影《暗殺國度》科爾曼多明戈 飾）的一次偶遇，讓安東尼得知了糖果人這個都市傳說背後既可怕又具悲劇性的真實故事。安東尼急迫地想要維持他在芝加哥藝術圈的地位，於是就開始探索這個故事的恐怖細節，作為他在他的畫室中作畫時的靈感來源，但是卻也在無意間打開了一扇通往複雜過去的門，不但影響了他自己的精神狀態，也造成了一波像是病毒一樣擴散的暴力行為，更讓他直接迎面撞上他的宿命。
 
環球影業暨米高梅影業，以及BRON Creative聯合出品，喬登皮爾與溫羅斯菲德的Monkeypaw Productions猴掌製作公司製作，《糖果人》一片的導演是妮亞達科斯達，製片是伊恩庫柏（《我們》）、溫羅斯菲德與喬登皮爾；編劇則是喬登皮爾與溫羅斯菲德以及妮亞達科斯達。《糖果人》一片根據1992年由編劇柏納德羅斯撰寫劇本的《腥風怒吼》一片，以及英國恐怖小說家克里夫巴克的短篇小說《禁忌》（The Forbidden）改編重拍。這部電影的執行製片則是大衛柯恩、艾倫吉爾柏以及傑森克茲。"
超越無限2分鐘,劇情,"★日本新銳導演 山口淳太 一鏡到底拍攝 趣味巧思拆解時空謎題
★金馬奇幻影展口碑爆棚  腦洞大開的瘋狂喜劇 劇情翻轉到最後一刻！
★ 一群人 一台電腦螢幕 一間平凡無奇的咖啡廳 竟揭開預知未來的神奇方法！
★２分鐘就足以造成時空大亂？恣意竄改時間 小心引發不可收拾的後果
★如果可以掌握自己的命運 你最想要改變什麼？
 
一間平凡的咖啡店，老闆加藤(土佐和成 飾)在打烊後回到二樓的住處，卻突然被電腦螢幕中的自己叫住，對方聲稱是來自兩分鐘後的自己。原來，他的住處和一樓咖啡廳有兩分鐘的時間差，隨著店員和常客陸續加入驗證，不僅勾起他們對未來的好奇心，更試圖將兩分鐘延長，然而改變時間後所需付出的代價，超乎他們想像。"
心悸效應,"劇情
懸疑/驚悚","★不斷回到過去尋找線索，只為緝拿真兇，宛如《蝴蝶效應》遇上《佈局》，腎上腺素飆升直到真相揭曉
★心跳急遽上升，開啟過去之門！突破傳統類型穿越時空話題作
★《厲可拍》攝影X《纏繞之蛇》音效剪輯，驚悚懸疑氣氛令人目不轉睛
★新銳男星葉夫根尼羅曼佐夫獨挑大樑演出帥氣跑者，精壯身材+矯健身手宛如俄版「美國隊長」克里斯伊凡
 
心臟猛跳、時間狂飆，抓到真兇只差一步！
 
一位前程似錦的田徑冠軍跑者謝爾蓋，在一場失速狂飆的車禍意外後失去了女友。失意的他開始把自己隱藏起來，但身邊卻開始發生一連串殺人事件，而證據都顯示嫌疑犯就是他。女警娜西亞承辦此連環殺人案，覺得事有蹊翹，便開始和急欲洗清罪嫌的謝爾蓋合作追查真相。謝爾蓋某次慢跑時意外發現，自己透過跑步讓心跳持續上升超過極限後，竟可以短暫穿越時間回到過去。於是他們利用這個能力，逐漸深入真相，發現背後其實另有真凶，並正在計畫著殺掉更多人…。究竟謝爾蓋有沒有辦法緝拿真兇，為自己脫罪，並成功保護周遭的人呢？
 
《心悸效應》是一部突破傳統類型的穿越時空話題作，有著不斷回到過去尋找線索，只為緝拿真兇的奇幻情節，宛如《蝴蝶效應》遇上《佈局》。賣座恐怖片《厲可拍》導演更退居擔任本片攝影，搭配《纏繞之蛇》、《當愛不見了》音效剪輯，成功營造驚悚懸疑氣氛令人目不轉睛。片中主角們也都很有看頭，飾演正義女警的俄羅斯影后波莉娜瑪克絲莫娃兼具實力與美貌，加上飾演冠軍跑者的潛力男星葉夫根尼羅曼佐夫獨挑大樑演出，挑戰尺度裸露性感精壯身材，讓影迷在注意腎上腺素急飆的故事之餘，視覺感官更加血脈噴張。《心悸效應》是今夏絕無冷場的科幻懸疑奇作，快來感受大銀幕才有的刺激觀影體驗！"
尚氣與十環傳奇,"動作
冒險
奇幻",漫威電影宇宙再度擴張，全新動作英雄《尚氣與十環傳奇》正式登場，故事敘述尚氣（劉思慕飾演）自幼接受父親文武（梁朝偉飾演）的鐵血戰鬥培訓，精通各種武術招式。長大後為了逃離家鄉，他改名換姓展開新生活，認識了新摯友凱蒂（奧卡菲娜飾演），平靜日子就這樣過了十年，直到過去再度找上門… 尚氣能否會發掘十環的無敵力量，無懼擺脫父親的勢力？
疾厄,"恐怖
懸疑/驚悚",片中麥迪森的生活發生了可怕的轉折，開始不斷看到恐怖謀殺案實況的異象，逐漸瀕臨崩潰；當她發現這些宛如噩夢般的幻象，實際上是真實發生過的殘忍血案時，更加陷入痛苦的深淵，而這一切似乎也與一位名叫蓋博瑞的魔鬼有關。
暫時停止呼吸2,"恐怖
懸疑/驚悚",地表最強盲人再度回歸，續集發生在獨居盲人諾曼（史蒂芬朗飾演）的家被入侵的幾年後，直到過去犯下的惡行被發現後，有人開始悄悄找上門…
追憶人,"科幻
劇情
懸疑/驚悚",尼克班尼斯特（休傑克曼 飾演）是一位調查記憶的私家偵探，專門探索暗黑又誘人的過去世界，幫助客戶找回逝去的回憶。住在邁阿密淹沒海灘邊緣的他，在接下新客戶—梅（蕾貝卡弗格森 飾演）的案件後，人生就此改變。原本只是單純協尋的任務，卻演變成一段危險的愛戀。班尼斯特努力尋找梅失蹤真相的同時，意外揭開了一起暴力犯罪陰謀，導致他最終必須面臨這樣的難題︰為了守住自己愛的人，你願意付出多少？
脫稿玩家,"動作
喜劇",《脫稿玩家》 故事描述一個銀行小職員 - 蓋伊 (萊恩雷諾斯) 日復一日年復一年做著無聊的工作，過著樸實無華的生活，直到有一天他突然發現自己是一個暴力電玩中可有可無的配角，他想要突破現狀，但這個動作竟讓整個遊戲大變調，除了要挑戰層層關卡，還要拯救世界，更重要的是否能從C咖一躍成A咖呢？
玩命關頭9,"動作
冒險",曾經執導《玩命關頭》第3集、第4集、第5集和第6集的華裔導演林詣彬回歸執導《玩命關頭9》，他讓這個電影系列成為全球大賣的超級動作鉅片。《玩命關頭9》這部全新系列電影中的動作場面橫跨全球，從倫敦到東京，從中美洲到愛丁堡，然後從位於亞塞拜然的秘密地下碉堡，一直到喬治亞共和國首都提比里斯車水馬龍、熙來攘往的街頭。這一路上，老朋友將起死回生，昔日的敵人將再度回歸，歷史將被重新改寫，而且家庭真正的意義也將受到前所未有的考驗。再度回歸參與這部電影演出的堅強卡司包括蜜雪兒羅卓奎茲、泰瑞斯吉布森、路達克里斯、喬丹娜布魯斯特、娜塔莉艾曼紐、姜成鎬，以及奧斯卡影后海倫米蘭與莎莉賽隆。曾經榮獲葛萊美獎肯定的當紅歌手和超級巨星卡蒂B在《玩命關頭9》一片中將飾演全新角色蕾莎，一個和唐老大的過去有關聯的女子，另外，雷鬼動音樂巨星歐蘇納也在這部電影中客串演出。
路卡的夏天,"動畫
冒險","皮克斯全新原創《路卡的夏天》，故事背景發生在美麗的義大利濱海小鎮里維埃拉，一位名叫路卡的海怪男孩的難忘夏天，他與新摯友們在夏天經歷的無數冒險，包含他們在島上參加的競賽，但最刺激的不是競賽本身，而是隱藏他們呼之欲出的海怪身份…
 
《路卡的夏天》是一個成長的故事，海怪男孩是曾經的你我，好奇心驅使你走出舒適圈，遇見真誠的友誼，學習鼓起勇氣由衷生活，完成自以為不可能的夢想…"
自殺突擊隊：集結,"動作
冒險","歡迎來到地獄—全美死亡率最高的「美夢監獄」。那裡關押著最兇惡的超級反派，他們為了逃離該處願意付出任何代價，甚至不惜加入超級神祕又黑幕重重的X特遣隊。這次九死一生的任務是什麼呢？首先結集「血腥運動」、「和平使者」、「迴旋鏢隊長」、「捕鼠人2」、「智者」、「鯊魚王」、「黑色守衛」、「標槍」，以及大家最喜歡的精神病患「哈莉奎茵」等一幫罪犯，給他們配上最精良的重裝武器，再把他們扔…請注意真的是用扔的，到與世隔絕又布滿敵軍的柯多瑪堤小島。他們徒步穿越每個角落都藏滿敵對兵力和武裝傭兵的叢林，突擊隊員在瑞克佛萊格上校一人隨行並帶領管束下，執行著搜索及摧毀的任務…
 
阿曼達華勒的政府技工則從耳機裡提點監控，全程緊迫盯人。與往常一樣，他們只要踏錯一步就會屍骨無存（無論是死於敵方的手下、自己隊友的暗算，或是華勒的親自下令）。若真要下注賭個輸贏，明智的選擇絕對是押他們落敗，全軍覆沒。"
叢林奇航,"動作
冒險
奇幻","故事描述一位名叫霍頓博士（艾蜜莉布朗 飾演）發現了深藏在亞馬遜裡，有著一顆擁有治癒神力的奇幻之樹，而要取得這棵樹的神力，必須帶著一個被人類收藏的「神奇箭頭」來解開它，霍頓博士決定要深入叢林，來一探這個傳說的究竟，她找來了一個看似可靠，但其實是個只想詐騙遊客的狡猾渡輪船長—法蘭克船長（巨石強森 飾演），她雇用法蘭克載著自己與弟弟（傑克懷特霍爾 飾演）前往叢林展開這場解開神秘傳說之謎的旅程。
 
迪士尼樂園最受歡迎的人氣遊樂設施「叢林奇航」首度改編成電影，將在2020年暑假搬上大銀幕了！這趟神秘的叢林之旅，要帶著大家進入一趟最驚險刺激的旅程，過程中將會遇上許多危險恐怖的生物，以及奇異的超自然現象，新作融合《國家寶藏》般的驚險探險劇情，加上《神鬼奇航》般的冒險旅程！"
詭老,懸疑/驚悚,"獨具遠見的導演奈沙馬蘭將推出一部令人不寒而慄、疑雲重重的全新驚悚片，故事描述一個家庭前往熱帶地帶度假時，發現他們才剛在夏日海灘放鬆了幾個小時，竟然就迅速衰老，在一天內過完他們的一生。
 
這部電影豪華的國際化卡司陣容包括金球獎得主蓋爾賈西亞貝納（亞馬遜影集《叢林中的莫札特》）、維琪克雷普（《霓裳魅影》）、魯夫斯席威爾（亞馬遜影集《高堡奇人》）、梁肯（《STAR WARS：原力覺醒》）、妮基阿姆卡伯德（《朱比特崛起》）、艾碧李（HBO影集《逃出絕命村》）、亞倫皮爾（Syfy頻道影集《超人前傳》）、艾力克斯爾沃夫（《宿怨》）、安貝絲戴維茲（《龍紋身的女孩》）、艾莉莎斯坎倫（《她們》）、伊蒙艾略特（《STAR WARS：原力覺醒》）、凱瑟琳查芬特（Showtime影集《婚外情事》）以及湯瑪遜麥肯錫（《兔嘲男孩》）。
 
《詭老》一片由Blinding Edge Pictures製作，奈沙馬蘭自編自製自導，他的劇本改編自皮耶奧斯卡李維及弗雷德里克彼得斯著作之圖像小說《沙堡》。這部電影的製片是艾希文拉傑（《異裂》、《分裂》）及馬克賓斯托克（《異裂》、AppleTV+影集《靈異女僕》），執行製片則是史蒂文施奈德。"
黑寡婦,"動作
冒險","漫威影業2020年的首部重頭戲，是粉絲請求多時，終於實現的《黑寡婦》個人電影，黑寡婦在漫威電影宇宙中舉足輕重，10多年來參與了7部電影。現在，娜塔莎羅曼諾夫，也就是大家所熟知的黑寡婦，終於踏上個人的旅程，讓粉絲看到她不為人知的一面。
 
故事時間點設定在《美國隊長 3 : 英雄內戰》之後，娜塔莎因為幫助了美國隊長而踏上流亡之路，當她發現一個與過去有關的陰謀時，她必須全球追蹤，回頭面對她神祕的間諜生涯，同時逃過反派「模仿大師」的追殺。"
操控,"劇情
懸疑/驚悚","★《危機倒數》金獎團隊打造最強驚悚鉅作，逆轉結局讓你無法喘息！
★ 奧斯卡影帝凱西艾佛列克全新心理驚悚懼作，繼《控制》後又一致命心計遊戲！
★ 三大好萊塢實力派巨星同台飆演技，山姆克拉弗林一反深情形象再創演技高峰！
 
致命誘惑遊戲，步步陷入險境…
一名埋首工作的心理醫生菲利浦（凱西艾佛列克 飾），在他的病患跳樓自殺後，生活陷入混亂，職業生涯也面臨挑戰。此時，這名自殺病患的哥哥詹姆士（山姆克拉弗林 飾）意外地登門到訪，在一頓善意的晚餐過後，菲利浦卻發覺詹姆士開始與妻子（蜜雪兒摩納漢 飾）及女兒（英迪雅艾斯利 飾）之間皆展開過從甚密的關係，究竟這一切是他預設好的控制遊戲？還是別有用心的精心佈局…？"
如果雨之後,"愛情
劇情","在首爾準備第三次大學重考的英浩（姜河那飾演），偶然在K書時想起自己多年未見的小學同學，便開始與在釜山的素熙（千玗嬉飾演）通起信，透過一來一往的書信，兩人慢慢從平淡的生活找回熱情。
 
多年未見的兩人約定在下雨的12月31日見面，但遲遲不下雨的冬季，英浩是否能等到下雨的跨年夜，如願與她見上一面？"
一級任務,"冒險
科幻
懸疑/驚悚","★ 壓抑慾望被解封，無重力多人廝殺混戰
★《鋼鐵英雄》《捍衛任務》億萬製片打造，超越想像嶄新烏托邦
★《藥命效應》《分歧者》導演尼爾伯格 探索人性最深處
★台灣區中文主題曲: Miss Water 開水小姐《Take me right now》Feat. Fi-Né 粉內
 
病毒肆虐全球，地震海嘯浩劫四起，物資匱乏進而引發各地戰亂，使地球難以適合人類生活。全球聯合啟動「方舟計畫」，培育30位菁英男女，肩負存亡使命，出發前往其他星球探索新居住地。但船艦上卻發生離奇死因，頓時全體陷入極度混亂，彼此產生嫌隙懷疑，在抵達目的地前，他們為求自保，展開惡戰；青年男女血氣方剛，被壓抑的原始慾望也瞬間解封…"
販膚走卒,劇情,"★ 啟發自真人真事，揭開藝術史上最大膽爭議作品幕後秘辛
★ 入圍第93屆奧斯卡金像獎最佳國際影片
★ 新銳女導考瑟班哈尼亞自編自導震撼新作，再度代表突尼西亞角逐奧斯卡最佳國際影片
★ 《她的危險遊戲》《我是布萊克》金獎製片團隊最新力作
★ 2020威尼斯影展地平線單元最佳男主角獎
★ 2020斯德哥爾摩影展最佳影片提名、榮獲最佳劇本獎
★ 為了愛與自由，你願意付出多大的代價？
 
敘利亞年輕人山姆為逃離戰亂而前往黎巴嫩，為了前往歐洲與他的摯愛一起生活，他接受了世界知名的當代藝術家的邀請，在他的背上刺青，讓他成為一件價值連城的藝術品。然而這卻引發意想不到的後果：收藏家來了，藝術拍賣公司來了，甚至連人權團體都來了。而這一切都讓山姆離他心中所嚮往的自由越來越遠……"
夢想之地,劇情,"《夢想之地》眾星雲集 強勢問鼎奧斯卡
韓國「梅莉史翠普」尹汝貞X《冠軍大叔》韓藝璃X《陰屍路》史蒂芬元
 
《夢想之地》集結眾多演員包括以實境節目《尹食堂》、《尹STAY》而廣為人知的實力派大將尹汝貞；因演出《冠軍大叔》等多部電影、電視劇演出而聲名大噪，最近更因韓版《想見你》將選角開拍被網友推薦點名的女星韓藝璃；在美國知名影集《陰屍路》中表現亮眼的史蒂芬元，也曾和李滄東、奉俊昊等大導合作擄獲全球各地粉絲。
堪稱韓國「梅莉史翠普」的尹汝貞透露，當初拍攝《夢想之地》時看到通告表嚇一大跳，她開玩笑地對飾演他孫子的童星艾倫金說：「你不知道我在韓國多有名，沒有人敢發我早上九點的通告，還一連拍五天！」但尹汝貞也立刻表示，因為知道自己在好萊塢並不有名，於是仍乖乖接受導演所安排的拍攝通告，也笑稱這是在韓國與美國拍攝經驗最不同的地方。
 
網友點名韓藝璃韓版《想見你》女主角
 《夢想之地》獻唱插曲一舉進軍奧斯卡原創歌曲短名單
同樣首度進軍好萊塢的韓國女星韓藝璃，自小學習舞蹈的她除了芭蕾舞與現代舞外，更曾專攻韓國傳統舞蹈；近年來也因出演《冠軍大叔》等多部電影、電視劇演出而聲名大噪，更因韓版《想見你》將選角開拍，被網友推薦點名出演女主角。多才多藝的她更獻聲《夢想之地》的插曲《Rain Song》而入圍奧斯卡最佳原創歌曲短名單！《夢想之地》奪下2020日舞影展雙料大獎後，便因為疫情進入長時間的封城與隔離生活，許多演員也被迫暫停工作。正好在加拿大籌備新戲的尹汝貞，也自曝追劇清單，像是《異鄉人：古戰場傳奇》以及同獲金球獎提名的《王冠》等；而晉升雙寶爸的史蒂芬元，則誠實說出自己在疫情期間都沒有培養什麼新生活習慣，在家專心陪小孩。
 
《夢想之地》各大影展遍地開花 30個影評人協會 提名 110個獎項
《夢想之地》在拍攝完之後就開始在美國各大影展遍地開花，幾乎囊括了30個影評人協會的110個獎項，更一舉榮獲金球獎最佳外語片，以及日舞影展觀眾票選獎與評審團大獎的青睞，現在更朝向世界最重要的奧斯卡獎項邁進！《夢想之地》英文片名取材自韓國的食用植物 --水芹，暗喻了移民家庭在異地想要落地生根，他們總是會遭遇如何扎根在新的土地上的種種問題，但是在辛苦的背後，應該就是迎接幸福的未來。導演鄭李爍原本在大學主修生物，沒想到他棄醫投身電影之後，遲遲沒有受到矚目，直到他的《夢想之地》回歸到自己的家族移民半自傳電影，也讓鄭李爍打開了好萊塢世界！甚至讓他最後接下了日本動畫電影《你的名字》的真人電影改編的導演之職。
 
獲布萊德彼特「B計畫」公司青睞 打開《夢想之地》的好萊塢之門
擔心父親評價 鄭李爍詮釋移民的浪漫與理想直呼壓力大
《夢想之地》是一個溫柔、富含意趣且能夠喚起記的詩篇，講述一個世代的家庭如何涉險去一個全然未知的地點築夢。《夢想之地》在後製期間與布萊德彼特的「B計畫」公司簽署了合約，也等於是為這部電影吃下了定心丸，但是對鄭李爍來說卻是最艱難的時刻，因為雖然他只是取材了父親當初來到美國的移民故事，卻非常擔心家族對於這部電影無法認同！但是還好鄭李爍父親在看完初剪之後，默默看完之後，說了一句：「是一部好電影！」終於讓他放下心中的一塊大石頭！導演表示：「寫《夢想之地》有一種奮力一搏的感覺，因為當時我正在想，如果我可以在故事背後留下一些什麼給女兒看，那會是什麼東西？」看著這些回憶我在想，這就是我一直想要說的故事。
 
當《夢想之地》劇本完成時，導演向中在《陰屍路》中表現亮眼的韓裔演員史蒂芬元，找上他希望能詮釋出有別於其他人的文化融合故事。但是史蒂芬元坦承說，第一時間並沒有預期自己會喜歡《夢想之地》這個劇本，直到他看完故事後，卻被這個故事單純而真誠的一面印象深刻！他也表示，這次演出的角色讓他備受折磨：「在準備這個角色的過程非常艱辛和恐懼，因為我不確定可以完美詮釋出第一代美國移民的那種浪漫和理想化，很擔心自己是否有能力詮釋自己父親的樣子！」"
藥命交錯,劇情,"取材自真實臥底警探與記者　９年打造緝毒動作大片《藥命交錯》
 
導演尼可拉斯傑瑞奇早在2012年就已經有了電影《藥命交錯》初步構想，但他經過多年深入研究才完成電影劇本，他表示：「這部電影會提出很多問題，但答案並不是簡單明瞭，為了更貼近真實，我開始做研究。」故事的來源包括一位曾帶領一支藥物專門小組的臥底警探以及幾名報導大型止痛藥物製造商內幕的報社記者，尼可拉斯傑瑞奇表示：「我們親自去了一些真實場所，看到有些店面商家直接把止痛藥當作商品販售，也看到藥片加工廠製造和運送非法藥物。」他也跟幾位藥廠的執行長見面，和前線的科學家合作，參觀藥廠實驗室，慢慢形塑出貼近事實的細節。
 
導演尼可拉斯傑瑞奇坦言在《藥命交錯》的電影編劇階段，就有許多製藥產業被指控讓人對藥物成癮的訴訟案件懸而未決，一方面是有許多公司投入資金去研究和製造有效卻不會成癮的救命藥物，而對於因疾病與受傷導致慢性疼痛而受苦的人而言，藥物能幫助他們維持正常生活，但另一方面藥物成癮的危機確實蔓延全球，根據美國聯邦政治的研究機構「國家藥物濫用研究所」數據指出，光是在美國，每天就有150人死於鴉片類藥物服藥過量，疾病管制中心估計，每年鴉片類處方藥物濫用的經濟負擔總額就高達785億美元，導演尼可拉斯傑瑞奇表示：「儘管這個問題相當黑暗，情況也十分複雜，增加了電影的趣味，但也期盼能透過電影引起大眾對於藥物問題的關注。」"
聽見歌 再唱,"音樂/歌舞
劇情","《聽見歌 再唱》的故事雖是虛構，但許多情節是馬彼得校長的親身經歷。該片是48歳的新鋭導演楊智麟的處女作，他曾於2009年以馬彼得校長為主角的紀錄片唱歌吧！獲得該年金穗獎首獎，引起大眾銀行注意，將該片改編成大眾銀行形象廣告，引起全國矚目。2013年的賣座電影看見台灣結尾馬彼得校長率領原聲童聲合唱團站在玉山頂合唱拍手歌更是感動了千千萬萬的台灣人！
 
 
 
《聽見歌 再唱》獲得馬彼得校長授權改編，並率領原聲童聲合唱團演出片中合合唱歌曲，導演楊智麟希望籍由聼見歌 再唱通俗感人的電影內容，將馬彼得校長用掌聲擦亮孩子自信的音樂教育理念傳遞下去！"
私刑救援,劇情,"本片靈感來自真實事件，一場驚心動魄的跨國救援。道格（吉姆卡維佐 飾）是網路名人，經常在自己的部落格宣揚基督教義，擁有廣大粉絲。伊朗裔的好友賈維德暱稱他為“異教徒”，並安排他到開羅參加一場真主黨主辦的“宗教對話”。在主持人咄咄逼問之下，道格竟然當著全國穆斯林說出「耶穌是上帝，祂想成為你的上帝」，引發當地激進派的不滿，連夜殺進旅館將他綁架到黎巴嫩，私刑虐待。
 
他的妻子麗茲向國務院尋求協助，卻得到美國政府愛莫能助的回應。再次得知消息時，道格已被轉往伊朗最惡名昭彰的監獄，並被伊朗政府以間碟之名起訴、死刑定讞。麗茲親身來到伊朗，並得到伊朗當地的基督教組織以及以色列情報單位的援助，他們能否在行刑之前，成功展開救援呢？"
真人快打,"動作
冒險
奇幻",在《真人快打》中，綜合格鬥（MMA）選手「科爾楊」被指控收賄故意打輸，他並不知道自己的身世，也不知道為何「外世界（Outworld）」的帝王「尚宗」要派出旗下首席戰士來獵捕他，此戰士「絕對零度」是一名超脫的寒冰法師（Cryomancer）。科爾擔心家人的安危，於是在「賈克斯」的指點下去找「刀鋒索尼婭」。賈克斯是特種部隊的少校，身上有著跟科爾胎記一樣的神龍記號。科爾很快就來到「雷電」的寺廟，雷電是一名古神，負責守衛「地域（Earthrealm）」，他會庇護身上有神龍記號的人。科爾在這裡跟老練戰士「劉康」、「空佬」和強悍傭兵「加納」一起訓練，他準備好跟地球最強的冠軍聯手，為了宇宙展開一場高風險戰役，並肩對抗外世界的敵人。可是，科爾會被激發潛力，解開他內心巨大力量的「奧祕（arcana）」，及時拯救他的家人，並從此阻止外世界？
花漾女子,"劇情
懸疑/驚悚","《花漾女子》故事敘述每個人都說凱西湯瑪斯（奧斯卡金像獎入圍者凱莉墨里根 飾）是前途光明的年輕女性...直到一起神秘事件突然使她的未來脫離正軌。現在，她是個醫學院輟學生，人生停滯不前。美麗的金髮天之驕女凱西，聰明得嚇人，但對於工作升遷或找到白馬王子卻一點都不感興趣。相反的，在咖啡店和同事蓋兒（拉維恩考克斯 飾）一起做拿鐵咖啡消磨日子，好像就讓她心滿意足了。
 
這讓她的父母（珍妮佛庫里姬、 克蘭西布朗 飾）深感失望，也萬分擔心。他們只希望年近三十的女兒的人生能邁步向前，並搬出他們的房子。但到了晚上，凱西會進行自己發明的一套儀式。她在凌晨單獨去酒吧和夜店，假裝自己醉得不省人事，沒辦法保護自己不受到傷害。必然的，總會有個男人決定要讓她安全回家。但這個男人也必然會不顧凱西本身的意願與安全，屈服於自身的慾望。只是他沒有意識到，自己其實是落入凱西惡毒計畫中的最新獵物--他即將得到畢生難忘的教訓。但是無論凱西從她的深夜約會裡獲得多少滿足，都不足以撫平她內心憤怒和傷痛的風暴。
 
直到有一天，她念醫學院認識的英俊小兒外科醫生萊恩（博伯翰 飾）剛好到咖啡店來，打亂了凱西的毀滅循環。當她開始對他產生感情時，卻被拉回去面對那段永遠改變了她人生歷程的過去和創傷。她能不能在天秤上取到平衡，找到屬於自己的幸福結局呢？或者她的復仇任務會付出意想不到的代價？"
尋龍使者：拉雅,"動畫
冒險","《尋龍使者：拉雅》由風靡全球的《瘋狂亞洲富豪》編劇所編，故事背景帶有濃濃的亞洲神祕色彩。故事背景在很久以前，神龍為世界帶來雨水、生命與希望，但恐怖的莊魔出現帶走生命，將人們石化，眾神龍為拯救人類犧牲，直到剩下最後的神龍希蘇，祂將僅存的力量放入龍珠消滅莊魔，神龍也就此消失，留下龍珠庇護大地。
 
五百年後，世界分為五大部分，拉雅家族為龍珠的守護者，決心團結四散的部落，召開五陸大會，然而卻遭到背叛，龍珠碎裂，莊魔再度出現，各部落趁亂搶走碎片，世界再度陷入混亂，拉雅帶著唯一的龍珠碎片，踏上尋龍之旅，這微小的光芒是否能為世界重新帶來曙光…"
被遺忘的新娘,"劇情
愛情","★ 導演岩井俊二將於3月隨片登台宣傳
★《情書》、《花與愛麗絲》永遠的文青偶像岩井俊二睽違多年，再返大銀幕
★《東京小屋的回憶》黑木華，絲絲入扣演繹女性深層心理

派遣教師皆川七海（黑木華飾）即將與在社群網站認識的鐵也結婚，因擔心婚禮親友出席人數不足而委託「萬事屋」的安室（綾野剛飾）來充場面。沒想到婚後七海就發現丈夫外遇，卻反被婆婆指控不忠逐出家門。為了生計，迫於無奈，七海只得透過安室引薦，展開一連串「包羅萬事」的奇妙打工。

先是代為出席別人的婚禮，再接下月薪百萬且包吃包住的女傭工作，也在過程中認識了個性奔放的同事真白（Cocco飾）。儘管真白因身體狀況欠佳而日漸消瘦，但是她對工作的熱情與拜金傾向卻絲毫不受影響。有一天，真白突然提出想買婚紗的奇怪要求，這究竟會為七海波滔不斷的人生，掀起多麼不可思議的情節呢？"
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
